episode,total_reward
233,4.0
234,20.0
235,-1.0
236,9.0
237,2.0
238,15.0
239,0.0
240,14.0
241,-10.0
242,23.0
243,1.0
244,5.0
245,-3.0
246,-6.0
247,3.0
248,6.0
249,22.0
250,-1.0
251,28.0
252,-3.0
253,4.0
254,23.0
255,22.0
256,4.0
257,3.0
258,3.0
259,2.0
260,-2.0
261,19.0
262,-1.0
263,13.0
264,20.0
265,8.0
266,13.0
267,9.0
268,3.0
269,-7.0
270,-2.0
271,4.0
272,11.0
273,0.0
274,11.0
275,23.0
276,8.0
277,23.0
278,7.0
279,3.0
280,11.0
281,22.0
282,30.0
283,0.0
284,-2.0
285,-1.0
286,11.0
287,6.0
288,12.0
289,0.0
290,14.0
291,-5.0
292,4.0
293,13.0
294,3.0
295,23.0
296,2.0
297,13.0
298,-1.0
299,-6.0
300,4.0
301,-3.0
302,1.0
303,11.0
304,37.0
305,3.0
306,16.0
307,4.0
308,4.0
309,2.0
310,4.0
311,15.0
312,9.0
313,-3.0
314,14.0
315,19.0
316,0.0
317,8.0
318,2.0
319,26.0
320,-2.0
321,5.0
322,7.0
323,38.0
324,6.0
325,9.0
326,4.0
327,1.0
328,-1.0
329,12.0
330,0.0
331,9.0
332,12.0
333,14.0
334,12.0
335,4.0
336,3.0
337,14.0
338,3.0
339,11.0
340,6.0
341,-10.0
342,1.0
343,-2.0
344,4.0
345,4.0
346,-2.0
347,-1.0
348,18.0
349,16.0
350,2.0
351,8.0
352,37.0
353,1.0
354,21.0
355,6.0
356,5.0
357,8.0
358,1.0
359,2.0
360,1.0
361,0.0
362,17.0
363,-2.0
364,-12.0
365,11.0
366,4.0
367,11.0
368,4.0
369,19.0
370,12.0
371,8.0
372,18.0
373,0.0
374,13.0
375,3.0
376,-2.0
377,7.0
378,9.0
379,10.0
380,18.0
381,1.0
382,31.0
383,4.0
384,5.0
385,10.0
386,31.0
387,0.0
388,4.0
389,2.0
390,0.0
391,12.0
392,18.0
393,28.0
394,19.0
395,20.0
396,17.0
397,30.0
398,22.0
399,5.0
400,11.0
401,4.0
402,9.0
403,19.0
404,42.0
405,2.0
406,7.0
407,3.0
408,-2.0
409,12.0
410,2.0
411,11.0
412,24.0
413,3.0
414,12.0
415,22.0
416,12.0
417,0.0
418,23.0
419,10.0
420,8.0
421,4.0
422,-5.0
423,10.0
424,1.0
425,18.0
426,20.0
427,21.0
428,11.0
429,13.0
430,25.0
431,12.0
432,7.0
433,8.0
434,12.0
435,1.0
436,5.0
437,23.0
438,-2.0
439,0.0
440,3.0
441,11.0
442,30.0
443,-7.0
444,22.0
445,18.0
446,1.0
447,21.0
448,18.0
449,5.0
450,10.0
451,37.0
452,20.0
453,28.0
454,21.0
455,19.0
456,5.0
457,24.0
458,10.0
459,6.0
460,8.0
461,15.0
462,20.0
463,-3.0
464,15.0
465,2.0
466,6.0
467,19.0
468,11.0
469,-3.0
470,-2.0
471,11.0
472,2.0
473,20.0
474,20.0
475,26.0
476,10.0
477,2.0
478,25.0
479,13.0
