episode,total_reward
395,-1.0
396,7.0
397,13.0
398,24.0
399,1.0
400,25.0
401,8.0
402,14.0
403,29.0
404,18.0
405,7.0
406,22.0
407,20.0
408,8.0
409,14.0
410,7.0
411,29.0
412,34.0
413,9.0
414,12.0
415,0.0
416,35.0
417,10.0
418,-3.0
419,19.0
420,41.0
421,10.0
422,0.0
423,4.0
424,-2.0
425,10.0
426,6.0
427,17.0
428,22.0
429,19.0
430,12.0
431,23.0
432,13.0
433,24.0
434,3.0
435,4.0
436,15.0
437,10.0
438,4.0
439,13.0
440,21.0
441,21.0
442,17.0
443,20.0
444,26.0
445,15.0
446,24.0
447,25.0
448,29.0
449,9.0
450,10.0
451,3.0
452,2.0
453,15.0
454,47.0
455,17.0
456,9.0
457,25.0
458,2.0
459,32.0
460,33.0
461,12.0
462,12.0
463,13.0
464,18.0
465,13.0
466,3.0
467,20.0
468,3.0
469,12.0
470,9.0
471,10.0
472,30.0
473,38.0
474,14.0
475,20.0
476,14.0
477,10.0
478,-1.0
