episode,total_reward
254,8.0
255,18.0
256,11.0
257,5.0
258,23.0
259,21.0
260,6.0
261,9.0
262,6.0
263,-22.0
264,37.0
265,7.0
266,39.0
267,12.0
268,7.0
269,-14.0
270,0.0
271,7.0
272,16.0
273,4.0
274,5.0
275,21.0
276,35.0
277,23.0
278,5.0
279,-3.0
280,21.0
281,10.0
282,33.0
283,3.0
284,23.0
285,44.0
286,23.0
287,31.0
288,12.0
289,21.0
290,10.0
291,3.0
292,26.0
293,3.0
294,8.0
295,22.0
296,10.0
297,7.0
298,33.0
299,6.0
300,25.0
301,27.0
302,11.0
303,3.0
304,34.0
305,29.0
306,0.0
307,9.0
308,-1.0
309,5.0
310,6.0
311,15.0
312,5.0
313,2.0
314,12.0
315,28.0
316,28.0
317,8.0
318,7.0
319,33.0
320,43.0
321,32.0
322,8.0
323,27.0
324,27.0
325,9.0
326,11.0
327,25.0
328,16.0
329,6.0
330,24.0
331,44.0
332,30.0
333,-3.0
334,1.0
335,9.0
336,17.0
337,27.0
338,27.0
339,50.0
340,21.0
341,31.0
342,5.0
343,-2.0
344,15.0
345,21.0
346,29.0
347,0.0
348,15.0
349,1.0
350,39.0
351,12.0
352,12.0
353,10.0
354,53.0
355,26.0
356,17.0
357,20.0
358,28.0
359,25.0
360,12.0
361,9.0
362,12.0
363,7.0
364,29.0
365,26.0
366,28.0
367,0.0
368,14.0
369,1.0
370,29.0
371,-1.0
372,27.0
373,31.0
374,42.0
375,16.0
376,20.0
377,2.0
378,13.0
379,17.0
380,3.0
381,29.0
382,63.0
383,33.0
384,24.0
385,45.0
386,21.0
387,39.0
388,26.0
389,27.0
390,15.0
391,33.0
392,52.0
393,1.0
394,21.0
395,23.0
396,9.0
397,12.0
398,9.0
399,34.0
400,19.0
401,35.0
402,17.0
403,51.0
404,4.0
405,4.0
406,30.0
407,32.0
408,0.0
409,16.0
410,13.0
411,8.0
412,22.0
413,35.0
414,4.0
415,22.0
416,14.0
417,-4.0
418,11.0
419,33.0
420,23.0
421,6.0
422,25.0
423,12.0
424,12.0
425,27.0
426,41.0
427,23.0
428,39.0
429,35.0
430,41.0
431,4.0
432,12.0
433,29.0
434,6.0
435,33.0
436,14.0
437,35.0
438,1.0
439,39.0
440,48.0
441,34.0
442,24.0
443,19.0
444,27.0
445,-2.0
446,45.0
447,29.0
448,15.0
449,46.0
450,-1.0
451,27.0
452,3.0
453,11.0
454,4.0
455,30.0
456,0.0
457,21.0
458,11.0
459,22.0
460,16.0
461,3.0
462,37.0
463,15.0
464,19.0
465,-6.0
466,0.0
467,33.0
468,6.0
469,-2.0
470,15.0
471,23.0
472,16.0
473,-1.0
474,0.0
475,5.0
476,23.0
477,7.0
478,10.0
479,26.0
480,33.0
481,1.0
482,30.0
483,17.0
484,23.0
485,6.0
486,9.0
487,4.0
488,45.0
489,47.0
490,31.0
491,37.0
492,10.0
493,24.0
494,0.0
495,12.0
496,10.0
497,17.0
498,22.0
499,23.0
500,28.0
501,5.0
502,17.0
503,-3.0
504,13.0
505,44.0
506,20.0
507,40.0
